Id,SeedId,复投次数,调温最大亮度值,稳定时间,引晶开始CCD亮度值,引晶稳定CCD亮度差值,引晶熔接CCD差值,引晶开始结束CCD差值,引晶后50长拉速,引晶平均拉速,放肩高度,放肩降温量,等径长度
7877,220901081-213,2,61.37,27,52.11,-2.7,-8.71,-0.52,4.48,4.22,133.32,6.53,0
7878,220901341-211,2,68.93,71,58.15,-2.31,-8.34,-0.41,4.21,4.14,120.29,7.01,0
7879,220901242-211,2,60.23,35,51.49,-2.06,-7.59,-0.71,5.7,4.25,113.18,6.51,0
7880,220901151-111,1,56.32,38,53.53,-2.33,-8.61,-1.31,5.65,4.88,112.47,6.51,0
7881,220901051-111,1,57.68,35,48.29,-2.21,-7.52,-0.67,5.42,4.6,124.98,6.5,0
7882,220901201-211,2,61.87,25,53.54,-1.74,-6.94,-0.49,5.26,4.97,126.03,6.54,0
7883,220901211-211,2,63.77,25,52.32,-2.05,-7.21,-0.77,5.71,4.57,128.18,6.8,0
7884,220900972-111,1,73.72,19,64.74,-2.25,-8.46,-1.21,5.03,4.73,121,6.54,0
7885,220901331-112,1,64.19,31,53.61,-2.95,-8.36,-1.02,5.71,5.44,108.34,4.94,0
7886,220901181-111,1,57.96,73,49.04,-2.88,-7.67,-0.65,5.95,5.61,122.03,6.51,0
7887,220901141-111,1,57.39,60,49.27,-2.01,-5.9,-0.9,5.65,5.2,121.15,6.53,0
7888,220901091-111,1,61.02,34,52.21,-2.57,-8.14,-0.44,5.1,5.27,125.49,6.54,0
7889,220901331-111,1,64.23,30,53.6,-3.07,-7.81,-0.03,4.71,4.79,152.65,7.01,0
7890,220801302-611,6,69.35,51,55.81,-2.74,-10.14,0.01,4.39,4.24,148.87,10.72,0
7891,220901252-213,2,52.62,33,42.98,-2.37,-6.97,-0.66,5.21,4.74,126.87,6.53,0
7892,220901421-512,5,57.69,23,49.06,-1.72,-7.01,-0.15,4.97,4.68,131.73,7.4,0
7893,220901252-212,2,51.89,41,42.9,-2.48,-6.34,-0.36,5.24,4.63,111.99,6.5,0
7894,220901421-511,5,56.83,66,48.25,-2.53,-7.72,0,6.17,5.64,122.38,7.01,0
7895,220901271-211,2,65.33,59,52.97,-2.99,-9.1,0.52,4.13,4.86,123.13,6.53,0
7896,220901252-211,2,51.74,72,42.83,-2.47,-7.28,-0.04,5.24,5.18,127.94,6.51,0
7897,220801432-712,7,65.49,46,52.35,-3.88,-10.12,0.51,4.94,5.03,120.76,6.5,0
7898,220801432-711,7,65.44,33,53.04,-2.86,-9.74,0.78,4.28,4.01,131.13,6.51,0
7899,220901231-111,1,61.64,26,47.43,-1.99,-7.82,-0.73,4.32,4.61,123.97,7.03,0
7900,220801382-611,6,83.53,26,68.66,-3.78,-10.73,-1.04,4.72,4.69,148.71,8.5,0
7901,220901021-431,4,51.19,19,50.36,-2.45,-7.17,-0.66,4.57,4.55,141.64,7.51,0
7902,220901081-111,1,61.03,44,52.16,-2.69,-8.7,-0.18,4.35,4.27,127.9,6.52,0
7903,220901061-213,2,58.01,33,48.65,-2.06,-7.95,-0.3,4.65,4.53,128.61,6.52,0
7904,220901061-212,2,58.19,33,48.45,-2.36,-7.35,-0.5,4.77,4.6,59.12,-14.39,0
7905,220901101-312,3,56.46,41,47.44,-2.85,-8.19,-0.28,5.54,5.27,120.21,6.51,0
7906,220901111-312,3,56.84,39,46.4,-2.75,-7.72,-0.17,5.44,5.4,45.43,4.5,0
7907,220801071-611,6,60.85,43,49.54,-2.16,-6.9,0.13,4.57,4.35,119.8,10.2,0
7908,220901421-413,4,55.72,64,48.93,-2.35,-6.85,0.04,3.22,3.42,123.71,7.19,0
7909,220901271-113,1,59.53,44,54.05,-2.38,-7.86,-0.43,5.09,4.85,123.65,6.51,0
7910,220900982-111,1,63,82,52.46,-2.83,-6.99,-0.14,4.67,4.15,127.45,6.53,0
7911,220901411-111,1,68,23,54.78,-2.22,-9.51,-1.52,5.92,5.53,8.58,0.99,0
7912,220901121-112,1,59.86,20,48.23,-2.48,-8.15,-0.76,5.93,5.39,156.26,7.53,0
7913,220901421-412,4,59.65,29,49.08,-1.48,-7.29,-0.31,5.05,4.64,57.04,2.2,0
7914,220801142-612,6,58.19,25,48.7,-2.53,-6.29,-1.54,5.21,4.51,76.9,3.8,0
7915,220901121-111,1,59.31,16,48.34,-1.79,-8.25,-0.52,5.98,5.6,150.26,7.53,0
7916,220901271-111,1,62.72,30,54.51,-1.48,-7.43,0.41,4.37,4.62,128.46,6.54,0
7917,220801032-611,6,83.06,24,70.75,-3.22,-9.08,-0.54,4.97,4.95,132.96,7.51,0
7918,220801382-511,5,82.78,41,68.75,-3.71,-10.38,-0.86,5.37,4.98,145.94,8.7,0
7919,220801091-511,5,63.79,31,51.73,-3.07,-8.72,-0.55,5.05,4.89,123.9,6.7,0
7920,220900971-311,3,72.64,28,64.68,-2.82,-7.8,-1.02,4.52,3.99,93.37,1.08,0
7921,220801341-413,4,69.87,21,57.92,-2.46,-8.67,-0.18,4.32,4.48,117.09,6.37,0
7922,220801341-412,4,69.04,19,58.22,-2.13,-8.39,-0.63,5.24,5.15,148.99,7,0
7923,220901371-112,1,62.89,63,50.14,-2.95,-10.35,-0.8,5.96,5.02,136.46,8.54,0
7924,220901241-211,2,60.17,29,51.24,-2.15,-7.56,-0.63,5.29,5.15,109.63,6.43,0
7925,220801401-511,5,66.87,29,55.07,-2.82,-9.86,-1.23,5.32,4.32,125.88,6.52,0
7926,220901001-112,1,62.6,26,51.51,-2.22,-9.12,-0.27,5.42,4.9,136.74,7.53,0
7927,220901371-111,1,61.66,50,50.22,-2.95,-9.26,-0.66,4.73,4.44,111.13,6.67,0
7928,220901001-111,1,63.08,45,51.79,-2.02,-9.11,0.38,4.76,4.17,166.77,7.51,0
7929,220900971-212,2,73.9,22,64.35,-3,-8.16,-1.66,5.15,4.84,110.88,5.84,0
7930,220801311-512,5,58.28,54,48.59,-3.08,-7.87,-1.04,5.31,4.78,135.51,8.27,0
7931,220901351-111,1,53.51,147,45.74,-1.4,-5.51,0.18,3.11,3.75,109.54,7.04,0
7932,220900971-211,2,75.21,43,63.92,-3.96,-9.05,-1.02,5.94,5.11,120.64,6.5,0
7933,220801391-511,5,68.57,30,55.94,-2.51,-9.58,-0.62,4.69,4.72,124.48,6.5,0
7934,220801181-412,4,59.1,35,49.19,-2.76,-8.25,-0.7,5.06,5.04,130.8,6.7,0
7935,220801382-411,4,82.63,38,68.31,-4.22,-10.93,-0.84,4.69,4.82,147.1,8.8,0
7936,220801121-411,4,60.22,67,47.29,-3.13,-8.83,-0.02,5.03,4.4,151.98,7.51,0
7937,220901421-213,2,59.39,41,49.13,-2.04,-7.09,-7.07,4.34,4.14,63.06,6.4,0
7938,220900981-211,2,63.98,59,52.23,-3.48,-8.19,0.69,3.94,3.87,52.8,3.55,0
7939,220901421-212,2,60.11,42,49.09,-1.99,-7.02,-0.25,5.77,5.32,56.52,5.63,0
7940,220801401-411,4,67.1,58,54.8,-3.55,-10.03,-1.04,5.35,4.6,124.36,6.71,0
7941,220801151-411,4,63.49,37,54.03,-1.98,-7.67,-0.44,4.01,3.79,130.83,6.5,0
7942,220901171-311,3,61.38,40,57.34,-3.17,-9.39,-0.33,4.98,4.53,125.73,7.4,0
7943,220801442-411,4,61.73,28,51.2,-1.88,-8.51,-0.44,4.96,4.5,87.48,4.76,0
7944,220801302-312,3,66.79,18,56.29,-2.27,-10.41,-0.65,5.25,4.72,147.85,11.03,0
7945,220901251-212,2,52.25,26,44.06,-1.93,-6.77,-0.38,6.12,6.3,118.46,7.6,0
7946,220801302-311,3,69.29,106,55.92,-4.08,-10.86,-0.2,4.74,4.49,145.3,11.08,0
7947,220801232-321,3,56.42,28,47.22,-2.24,-8.08,0.09,4.72,4.66,124.16,7.02,0
7948,220801341-311,3,69.74,22,58.19,-2.28,-7.91,-1.06,5.76,4.86,130.65,7.02,0
7949,220901161-111,1,61.68,36,51.18,-2.92,-8.19,0.11,5.48,5.48,129.39,6.4,0
7950,220801142-311,3,58.98,42,48.96,-2.49,-7.16,-0.54,4.66,3.96,122.21,6.54,0
7951,220801211-311,3,64.67,28,52.08,-2.23,-7.54,-0.6,4.93,4.89,106.9,6.02,0
7952,220801181-312,3,60.92,1,51.29,-0.63,-6.72,-2.24,4.69,4.41,120.94,8.87,0
7953,220801002-322,3,63.55,16,51.35,-2.55,-8.39,-1.2,6.37,5.77,137.53,7.53,0
7954,220900981-111,1,62.85,37,52.82,-2.46,-6.91,-0.29,4.81,4.73,135.47,7.04,0
7955,220801382-311,3,82.25,24,68.46,-3.41,-10.26,-1.66,5.19,5.2,132.52,8.39,0
7956,220801181-311,3,59.65,64,49.25,-3.25,-7.64,0.21,4.51,4.45,69.68,2.51,0
7957,220801002-321,3,59.94,14,51.07,-2.41,-8.38,-0.74,6.01,5.55,134.46,7.53,0
7958,220801351-311,3,52.1,63,45.59,-1.52,-5.7,-0.29,4.12,4.24,147.62,7,0
7959,220801261-212,2,61.42,40,53.12,-2.67,-8.47,-0.17,4.68,4.57,128.18,6.51,0
7960,220801261-211,2,63.34,71,52.47,-3.38,-7.9,-0.21,4.84,4.66,126.4,6.54,0
7961,220801372-221,2,62.76,33,49.9,-2.8,-7.38,-0.77,5.56,5.29,137.36,9,0
7962,220801302-221,2,72.27,51,56.66,-3.34,-10.31,-0.15,5.03,4.72,122.74,9.18,0
7963,220801002-311,3,60.72,48,50.93,-3.06,-8.39,-0.45,5.14,4.65,93.05,5.17,0
7964,220800991-214,2,59.34,26,50.52,-1.73,-6.56,-0.47,4.8,4.91,113.05,5.87,0
7965,220801121-211,2,59.39,34,48.49,-2.49,-8.16,-0.9,4.89,4.04,154.02,7.51,0
7966,220800991-213,2,58.27,25,50.3,-1.99,-7.04,-14.42,5.64,4.94,132.35,6.51,0
7967,220801362-211,2,64.15,39,53.55,-1.99,-7.64,-0.44,4.23,4.08,114.51,6.53,0
7968,220801281-211,2,71.1,31,57.01,-3.34,-10.09,-1.34,4.61,4.17,76.2,3.94,0
7969,220801332-211,2,65.29,43,54.05,-4.19,-5.69,-0.79,4.12,3.95,125.56,6.65,0
7970,220801181-211,2,61.41,36,49.65,-2.86,-8.19,0.04,4.46,4.42,149.08,6.53,0
7971,220901171-111,1,68.93,67,57.99,-2.83,-9.09,-0.04,5.25,4.76,127.79,6.53,0
7972,220801302-211,2,67.75,66,57.27,-2.59,-9.32,-0.11,4.81,4.72,147.7,10.01,0
7973,220801021-211,2,58.75,53,50.14,-2.37,-7.41,-0.37,4.88,4.82,141.68,7.51,0
7974,220801382-211,2,80.97,43,68.42,-3.55,-10.38,-0.11,4.32,4.43,169.83,9.5,0
7975,220801292-112,1,65.13,17,53.14,-1.92,-7.89,-1.21,5.99,5.59,126.87,6.19,0
7976,220800991-112,1,59.5,39,48.21,-2.16,-7.48,-0.48,4.84,4.65,120.01,7.03,0
7977,220801091-111,1,64.56,18,52.32,-2.93,-8.15,-0.3,3.81,4.04,124.31,10.4,0
7978,220801051-111,1,56.7,83,48.38,-2.92,-6.98,-0.79,5.66,4.91,125.06,6.53,0
7979,220801341-112,1,68.12,43,57.71,-3.26,-9.19,-0.39,4.99,5.09,60.95,6.19,0
7980,220801302-112,1,67.08,35,57.25,-2.69,-8.99,0.47,4.22,4.36,154.84,10.8,0
7981,220801332-111,1,62.69,34,54.65,-1.69,-7.5,-0.09,5.19,5.53,231.42,7.02,0
7982,220801011-111,1,65.75,60,52.05,-2.53,-7.94,-0.6,5.11,5.19,143.4,8.02,0
7983,220801232-111,1,57.41,36,47.27,-2.74,-7.9,-0.27,4.73,4.44,123.82,7.02,0
7984,220801432-121,1,53.86,21,53.52,-2.29,-9.17,0.36,5.46,5.36,128.76,6.52,0
7985,220801302-111,1,67.03,50,57.1,-2.88,-8.9,-0.47,5.51,5.74,147.23,8.52,0
7986,220801281-111,1,69.7,41,56.9,-3.47,-10.28,-1.02,5.47,4.95,126.59,6.5,0
7987,220801272-112,1,65.4,32,53.69,-2.5,-8.82,-0.53,6.05,5.03,124.87,6.54,0
7988,220801181-111,1,58.8,59,50.3,-2.08,-7.28,-0.35,4.47,4.05,129.69,10.9,0
7989,220801272-111,1,58.72,52,53.91,-1.02,-8.14,-0.18,5.47,5.11,122.53,9.32,0
7990,220801432-111,1,64.06,32,54.02,-1.51,-8.25,1.1,4.17,4.42,167.59,6.99,0
